# e0bc707b-5987-498d-9d92-59a36068fb99
# da39a3ee5e6b4b0d3255bfef95601890afd80709
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
4150.8156062; -313.1330756; -995.1842936; 0.6304066; -0.0034973; 37.7536215; 3.9185655
4152.8150357; -314.3065904; -993.5642534; 0.6233805; -0.0035200; 37.9605812; 3.8836214
4154.8144652; -315.4694538; -991.9348911; 0.6163317; -0.0035222; 38.1645880; 3.8177991
4156.8138947; -316.6179733; -990.3014255; 0.6092999; -0.0035218; 38.3640798; 3.7912424
4158.8133242; -317.7568504; -988.6571934; 0.6022489; -0.0035308; 38.5611626; 3.7609879
4160.8127536; -318.8848944; -987.0037624; 0.5951644; -0.0035495; 38.7556825; 3.6949277
4162.8121831; -319.9986990; -985.3463184; 0.5882872; -0.0033257; 38.9458396; 3.6669872
4164.8116126; -321.1039072; -983.6778962; 0.5820245; -0.0027417; 39.1336452; 3.6316909
4166.8110421; -322.1995299; -982.0041951; 0.5775173; -0.0017736; 39.3187589; 3.5781726
4168.8104716; -323.2898943; -980.3235744; 0.5731670; -0.0027279; 39.5002964; 3.5640930
4170.8099011; -324.3693633; -978.6397131; 0.5667090; -0.0034685; 39.6802938; 3.5445768
4172.8093305; -325.4350428; -976.9520183; 0.5596971; -0.0035558; 39.8584995; 3.5018370
4174.8087600; -326.4927709; -975.2503109; 0.5525568; -0.0035675; 40.0337774; 3.4854596
4176.8081895; -327.5359343; -973.5449975; 0.5454229; -0.0035537; 40.2074768; 3.4677004
4178.8076190; -328.5645548; -971.8363612; 0.5383929; -0.0034939; 40.3795498; 3.4254703
4180.8070485; -329.5857716; -970.1128383; 0.5314144; -0.0034670; 40.5488102; 3.4088662
4182.8064779; -330.5926010; -968.3863374; 0.5244316; -0.0035962; 40.7165517; 3.3924425
4184.8059074; -331.5852981; -966.6555921; 0.5169260; -0.0043355; 40.8828018; 3.3682588
4186.8053369; -332.5630474; -964.9140421; 0.5052390; -0.0072692; 41.0472006; 3.3185315
4188.8047664; -333.5131330; -963.1661619; 0.4910951; -0.0060654; 41.2085309; 3.2821119
4190.8041959; -334.4489576; -961.3936204; 0.4810457; -0.0043492; 41.3674717; 3.2307110
4192.8036254; -335.3683052; -959.6139767; 0.4727440; -0.0039715; 41.5233293; 3.1859360
4194.8030548; -336.2723023; -957.8302891; 0.4658740; -0.0027394; 41.6764560; 3.1693722
4196.8024843; -337.1686467; -956.0372715; 0.4616707; -0.0016132; 41.8282304; 3.1421468
4198.8019138; -338.0570041; -954.2453628; 0.4590201; -0.0010412; 41.9781593; 3.1225771
4200.8013433; -338.9419268; -952.4494762; 0.4561601; -0.0022632; 42.1266258; 3.1124703
4202.8007728; -339.8163273; -950.6544545; 0.4498982; -0.0036770; 42.2740929; 3.0868723
4204.8002023; -340.6792104; -948.8508595; 0.4425971; -0.0036208; 42.4198409; 3.0581324
4206.7996317; -341.5287080; -947.0415264; 0.4352479; -0.0038032; 42.5637398; 3.0405684
4208.7990612; -342.3643773; -945.2259093; 0.4274005; -0.0039748; 42.7063314; 3.0054724
4210.7984907; -343.1859954; -943.4031404; 0.4196120; -0.0038156; 42.8468109; 2.9749103
4212.7979202; -343.9936634; -941.5741748; 0.4121184; -0.0036906; 42.9854098; 2.9573431
4214.7973497; -344.7878984; -939.7390963; 0.4048448; -0.0035942; 43.1227486; 2.9257338
4216.7967792; -345.5688567; -937.8984705; 0.3977094; -0.0035437; 43.2581905; 2.9003697
4218.7962086; -346.3367984; -936.0523288; 0.3907379; -0.0034032; 43.3920409; 2.8857829
4220.7956381; -347.0920894; -934.2011781; 0.3840938; -0.0033082; 43.5248097; 2.8584777
4222.7950676; -347.8350253; -932.3449700; 0.3772698; -0.0035170; 43.6559241; 2.8349990
4224.7944971; -348.5648609; -930.4838056; 0.3701418; -0.0035699; 43.7855737; 2.8209900
4226.7939266; -349.2815409; -928.6171050; 0.3630047; -0.0036060; 43.9142028; 2.7935768
4228.7933561; -349.9845902; -926.7454797; 0.3555794; -0.0038210; 44.0412117; 2.7700116
4230.7927855; -350.6733538; -924.8685555; 0.3478040; -0.0039252; 44.1667886; 2.7559154
4232.7922150; -351.3475277; -922.9858362; 0.3399052; -0.0039206; 44.2913731; 2.7283798
4234.7916445; -352.0069065; -921.0982957; 0.3323484; -0.0036391; 44.4143686; 2.7066606
4236.7910740; -352.6524600; -919.2060231; 0.3252102; -0.0035662; 44.5360493; 2.6931447
4238.7905035; -353.2845508; -917.3090400; 0.3180603; -0.0035806; 44.6567934; 2.6654928
4240.7899329; -353.9030054; -915.4077383; 0.3109130; -0.0035691; 44.7759771; 2.6450548
4242.7893624; -354.5078734; -913.5020743; 0.3037833; -0.0035651; 44.8939342; 2.6319243
4244.7887919; -355.0992076; -911.5919347; 0.2966554; -0.0035637; 45.0109989; 2.6045799
4246.7882214; -355.6768487; -909.6778597; 0.2895352; -0.0035590; 45.1265484; 2.5859153
4248.7876509; -356.2408622; -907.7596941; 0.2824205; -0.0035599; 45.2409779; 2.5733461
4250.7870804; -356.7912714; -905.8373405; 0.2752979; -0.0035661; 45.3545646; 2.5461491
4252.7865098; -357.3278851; -903.9113498; 0.2681462; -0.0035882; 45.4666715; 2.5293303
4254.7859393; -357.8507026; -901.9814623; 0.2609705; -0.0035758; 45.5777649; 2.5173119
4256.7853688; -358.3597278; -900.0478210; 0.2538544; -0.0035448; 45.6880622; 2.4901831
4258.7847983; -358.8549853; -898.1107570; 0.2467710; -0.0035408; 45.7969095; 2.4748534
4260.7842278; -359.3365299; -896.1701842; 0.2396954; -0.0035369; 45.9048310; 2.4630813
4262.7836573; -359.8043537; -894.2261922; 0.2326268; -0.0035335; 46.0119878; 2.4355500
4264.7830867; -360.2584130; -892.2790243; 0.2255656; -0.0035298; 46.1177021; 2.4217791
4266.7825162; -360.6987309; -890.3286448; 0.2185111; -0.0035265; 46.2225789; 2.4103330
4268.7819457; -361.1252753; -888.3752558; 0.2114632; -0.0035234; 46.3267242; 2.3827834
4270.7813752; -361.5380674; -886.4188326; 0.2044259; -0.0035158; 46.4294496; 2.3722103
4272.7808047; -361.9370947; -884.4595703; 0.1974086; -0.0034980; 46.5314939; 2.3626820
4274.7802342; -362.3223742; -882.4977525; 0.1904428; -0.0034705; 46.6329064; 2.3414208
4276.7796636; -362.6940786; -880.5330309; 0.1835226; -0.0034510; 46.7331892; 2.3352772
4278.7790931; -363.0521905; -878.5659447; 0.1766461; -0.0034235; 46.8329950; 2.3287023
4280.7785226; -363.3968092; -876.5965783; 0.1698368; -0.0033882; 46.9323084; 2.3153239
4282.7779521; -363.7281385; -874.6246408; 0.1631163; -0.0033333; 47.0308433; 2.3127857
4284.7773816; -364.0462941; -872.6506905; 0.1565096; -0.0032719; 47.1290646; 2.3095599
4286.7768111; -364.3515100; -870.6748383; 0.1500365; -0.0032035; 47.2269450; 2.3028005
4288.7762405; -364.6441162; -868.6967685; 0.1437107; -0.0031230; 47.3243373; 2.3025039
4290.7756700; -364.9243402; -866.7170874; 0.1375494; -0.0030376; 47.4215172; 2.3015569
4292.7750995; -365.1925197; -864.7358710; 0.1315675; -0.0029466; 47.5184585; 2.2978582
4294.7745290; -365.4490684; -862.7527867; 0.1257735; -0.0028480; 47.6150470; 2.2982751
4296.7739585; -365.6942949; -860.7684781; 0.1201792; -0.0027464; 47.7114576; 2.2979263
4298.7733879; -365.9286088; -858.7829733; 0.1147938; -0.0026410; 47.8076591; 2.2946269
4300.7728174; -366.1524758; -856.7959199; 0.1096225; -0.0025309; 47.9035297; 2.2947670
4302.7722469; -366.3662598; -854.8079904; 0.1046735; -0.0024187; 47.9992146; 2.2938913
4304.7716764; -366.5704176; -852.8191596; 0.0999524; -0.0023041; 48.0946728; 2.2895617
4306.7711059; -366.7654465; -850.8290566; 0.0954615; -0.0021874; 48.1897623; 2.2887522
4308.7705354; -366.9517456; -848.8383748; 0.0912050; -0.0020705; 48.2846309; 2.2865384
4310.7699648; -367.1297933; -846.8470380; 0.0871821; -0.0019538; 48.3792221; 2.2799271
4312.7693943; -367.3000892; -844.8546600; 0.0833881; -0.0018413; 48.4733559; 2.2774981
4314.7688238; -367.4630272; -842.8619285; 0.0798187; -0.0017289; 48.5672073; 2.2731408
4316.7682533; -367.6190680; -840.8687513; 0.0764751; -0.0016159; 48.6606987; 2.2635477
4318.7676828; -367.7686961; -838.8747905; 0.0733674; -0.0014908; 48.7536174; 2.2591071
4320.7671123; -367.9123533; -836.8807236; 0.0705014; -0.0013983; 48.8461775; 2.2521920
4322.7665417; -368.0504315; -834.8861084; 0.0677409; -0.0013628; 48.9382801; 2.2388153
4324.7659712; -368.1830854; -832.8911165; 0.0650696; -0.0013071; 49.0296641; 2.2326446
4326.7654007; -368.3105278; -830.8957351; 0.0625128; -0.0012528; 49.1206270; 2.2238118
4328.7648302; -368.4329691; -828.9000545; 0.0600559; -0.0012047; 49.2110628; 2.2087743
4330.7642597; -368.5505971; -826.9041087; 0.0576878; -0.0011651; 49.3007229; 2.2017761
4332.7636892; -368.6635763; -824.9078699; 0.0553956; -0.0011293; 49.3899370; 2.1920091
4334.7631186; -368.7720470; -822.9113728; 0.0531692; -0.0010977; 49.4785955; 2.1763106
4336.7625481; -368.8761321; -820.9146778; 0.0510031; -0.0010695; 49.5664621; 2.1690523
4338.7619776; -368.9759483; -818.9177367; 0.0488920; -0.0010426; 49.6538810; 2.1590479
4340.7614071; -369.0716017; -816.9205810; 0.0468331; -0.0010169; 49.7407442; 2.1434217
4342.7608366; -369.1631920; -814.9232771; 0.0448249; -0.0009919; 49.8268288; 2.1361959
4344.7602661; -369.2508222; -812.9257622; 0.0428664; -0.0009672; 49.9124756; 2.1262581
4346.7596955; -369.3345897; -810.9280706; 0.0409569; -0.0009427; 49.9975782; 2.1109394
4348.7591250; -369.4145895; -808.9302709; 0.0390963; -0.0009185; 50.0819246; 2.1038136
4350.7585545; -369.4909215; -806.9322908; 0.0372838; -0.0008945; 50.1658452; 2.0939872
4352.7579840; -369.5636802; -804.9341669; 0.0355190; -0.0008708; 50.2492347; 2.0789855
4354.7574135; -369.6329580; -802.9359677; 0.0338012; -0.0008475; 50.3318900; 2.0719471
4356.7568429; -369.6988507; -800.9376146; 0.0321296; -0.0008248; 50.4141308; 2.0621968
4358.7562724; -369.7614481; -798.9391464; 0.0305026; -0.0008027; 50.4958514; 2.0474963
4360.7557019; -369.8208373; -796.9406285; 0.0289210; -0.0007792; 50.5768590; 2.0405390
4362.7551314; -369.8771138; -794.9419866; 0.0273866; -0.0007562; 50.6574623; 2.0308465
4364.7545609; -369.9303683; -792.9432462; 0.0258961; -0.0007346; 50.7375557; 2.0164249
4366.7539904; -369.9806831; -790.9444897; 0.0244449; -0.0007176; 50.8169554; 2.0095407
4368.7534198; -370.0281316; -788.9456054; 0.0230268; -0.0007003; 50.8959608; 1.9998839
4370.7528493; -370.0727816; -786.9466524; 0.0216454; -0.0006815; 50.9744650; 1.9858202
4372.7522788; -370.1147062; -784.9476882; 0.0203008; -0.0006636; 51.0522977; 1.9790442
4374.7517083; -370.1539794; -782.9486290; 0.0189917; -0.0006460; 51.1297469; 1.9694517
4376.7511378; -370.1906704; -780.9495215; 0.0177172; -0.0006289; 51.2067044; 1.9557520
4378.7505673; -370.2248466; -778.9503993; 0.0164762; -0.0006124; 51.2830123; 1.9490800
4380.7499967; -370.2565753; -776.9512094; 0.0152680; -0.0005963; 51.3589471; 1.9395407
4382.7494262; -370.2859200; -774.9519874; 0.0140913; -0.0005806; 51.4343990; 1.9262135
4384.7488557; -370.3129434; -772.9527452; 0.0129456; -0.0005655; 51.5092230; 1.9196463
4386.7482852; -370.3377064; -770.9534610; 0.0118299; -0.0005507; 51.5836839; 1.9101603
4388.7477147; -370.3602679; -768.9541568; 0.0107433; -0.0005362; 51.6576704; 1.8972051
4390.7471442; -370.3806856; -766.9548264; 0.0096851; -0.0005223; 51.7310503; 1.8907417
4392.7465736; -370.3990153; -764.9554774; 0.0086546; -0.0005087; 51.8040768; 1.8813123
4394.7460031; -370.4153113; -762.9561173; 0.0076508; -0.0004954; 51.8766371; 1.8687217
4396.7454326; -370.4296268; -760.9567252; 0.0066731; -0.0004825; 51.9486114; 1.8623603
4398.7448621; -370.4420133; -758.9573349; 0.0057211; -0.0004700; 52.0202417; 1.8529934
4400.7442916; -370.4525205; -756.9579400; 0.0047931; -0.0004583; 52.0914139; 1.8407545
4402.7437211; -370.4611962; -754.9585093; 0.0038892; -0.0004458; 52.1620199; 1.8344848
4404.7431505; -370.4680891; -752.9590958; 0.0030084; -0.0004391; 52.2322905; 1.8251735
4406.7425800; -370.4732229; -750.9596822; 0.0021252; -0.0004443; 52.3021107; 1.8132612
4408.7420095; -370.4765900; -748.9602121; 0.0012486; -0.0004290; 52.3713830; 1.8070991
4410.7414390; -370.4782420; -746.9608003; 0.0004103; -0.0004098; 52.4403289; 1.7978972
4412.7408685; -370.4782554; -744.9613893; -0.0003909; -0.0003916; 52.5088338; 1.7862837
4414.7402979; -370.4766999; -742.9619353; -0.0011617; -0.0003808; 52.5768079; 1.7801930
4416.7397274; -370.4736223; -740.9625316; -0.0019137; -0.0003713; 52.6444628; 1.7710510
4418.7391569; -370.4690603; -738.9631187; -0.0026464; -0.0003616; 52.7116842; 1.7596923
4420.7385864; -370.4630525; -736.9636854; -0.0033600; -0.0003523; 52.7783896; 1.7536811
4422.7380159; -370.4556363; -734.9642858; -0.0040554; -0.0003433; 52.8447834; 1.7446333
4424.7374454; -370.4468476; -732.9648814; -0.0047329; -0.0003345; 52.9107520; 1.7335240
4426.7368748; -370.4367217; -730.9654766; -0.0053931; -0.0003260; 52.9762191; 1.7275979
4428.7363043; -370.4252927; -728.9660888; -0.0060364; -0.0003176; 53.0413821; 1.7186523
4430.7357338; -370.4125939; -726.9667007; -0.0066634; -0.0003095; 53.1061283; 1.7077852
4432.7351633; -370.3986577; -724.9673302; -0.0072743; -0.0003017; 53.1703870; 1.7019469
4434.7345928; -370.3835156; -722.9679602; -0.0078697; -0.0002940; 53.2343489; 1.6931054
4436.7340223; -370.3671982; -720.9685939; -0.0084500; -0.0002865; 53.2979023; 1.6824774
4438.7334517; -370.3497357; -718.9692625; -0.0090155; -0.0002793; 53.3609818; 1.6767290
4440.7328812; -370.3311566; -716.9699146; -0.0095667; -0.0002721; 53.4237717; 1.6679870
4442.7323107; -370.3114897; -714.9705746; -0.0101038; -0.0002651; 53.4861611; 1.6575994
4444.7317402; -370.2907631; -712.9712849; -0.0106273; -0.0002588; 53.5480899; 1.6519394
4446.7311697; -370.2690019; -710.9719642; -0.0111377; -0.0002497; 53.6097361; 1.6432807
4448.7305992; -370.2462448; -708.9726543; -0.0116209; -0.0002336; 53.6709889; 1.6330896
4450.7300286; -370.2225637; -706.9733856; -0.0120541; -0.0001954; 53.7317927; 1.6275154
4452.7294581; -370.1980994; -704.9740478; -0.0124084; -0.0001762; 53.7923206; 1.6189458
4454.7288876; -370.1729127; -702.9747691; -0.0127989; -0.0002145; 53.8524622; 1.6091536
4456.7283171; -370.1468817; -700.9754497; -0.0132400; -0.0002201; 53.9121737; 1.6037307
4458.7277466; -370.1199720; -698.9762092; -0.0136772; -0.0002168; 53.9716181; 1.5953114
4460.7271761; -370.0921963; -696.9769834; -0.0141061; -0.0002123; 54.0306856; 1.5857919
4462.7266055; -370.0635705; -694.9776645; -0.0145258; -0.0002074; 54.0893367; 1.5804784
4464.7260350; -370.0341177; -692.9784865; -0.0149354; -0.0002024; 54.1477281; 1.5722234
4466.7254645; -370.0038555; -690.9793078; -0.0153354; -0.0001977; 54.2057520; 1.5629840
4468.7248940; -369.9728004; -688.9799904; -0.0157262; -0.0001931; 54.2633735; 1.5577800
4470.7243235; -369.9409767; -686.9808792; -0.0161075; -0.0001885; 54.3207424; 1.5497201
4472.7237529; -369.9083991; -684.9817474; -0.0164798; -0.0001839; 54.3777543; 1.5406978
4474.7231824; -369.8750833; -682.9824392; -0.0168430; -0.0001794; 54.4343751; 1.5355865
4476.7226119; -369.8410546; -680.9833900; -0.0171971; -0.0001749; 54.4907496; 1.5277537
4478.7220414; -369.8063263; -678.9843070; -0.0175422; -0.0001704; 54.5467786; 1.5188690
4480.7214709; -369.7709131; -676.9850183; -0.0178784; -0.0001660; 54.6024249; 1.5138312
4482.7209004; -369.7348415; -674.9860210; -0.0182058; -0.0001615; 54.6578302; 1.5062589
4484.7203298; -369.6981238; -672.9869893; -0.0185240; -0.0001568; 54.7129027; 1.4974223
4486.7197593; -369.6607744; -670.9877353; -0.0188338; -0.0001533; 54.7675972; 1.4924350
4488.7191888; -369.6228178; -668.9887748; -0.0191365; -0.0001485; 54.8220552; 1.4851490
4490.7186183; -369.5842680; -666.9897925; -0.0194256; -0.0001407; 54.8761937; 1.4763574
4492.7180478; -369.5451343; -664.9905806; -0.0197301; -0.0001707; 54.9299589; 1.4714874
4494.7174773; -369.5053259; -662.9917502; -0.0201069; -0.0002003; 54.9834944; 1.4646523
4496.7169067; -369.4647201; -660.9928065; -0.0205186; -0.0002115; 55.0367295; 1.4554858
4498.7163362; -369.4232991; -658.9939582; -0.0209017; -0.0001620; 55.0895804; 1.4504665
4500.7157657; -369.3812261; -656.9949829; -0.0211723; -0.0001230; 55.1421988; 1.4436945
4502.7151952; -369.3386480; -654.9959334; -0.0214202; -0.0001249; 55.1945216; 1.4344809
4504.7146247; -369.2955778; -652.9971020; -0.0216672; -0.0001214; 55.2464614; 1.4296008
4506.7140542; -369.2520188; -650.9981218; -0.0219059; -0.0001179; 55.2981760; 1.4232337
4508.7134836; -369.2079865; -648.9990760; -0.0221397; -0.0001159; 55.3496123; 1.4139215
4510.7129131; -369.1634969; -647.0003062; -0.0223691; -0.0001135; 55.4006648; 1.4091213
4512.7123426; -369.1185490; -645.0013386; -0.0225936; -0.0001111; 55.4514971; 1.4030240
4514.7117721; -369.0731551; -643.0023012; -0.0228136; -0.0001089; 55.5020633; 1.3936989
4516.7112016; -369.0273329; -641.0035701; -0.0230289; -0.0001066; 55.5522478; 1.3889953
4518.7106311; -368.9810796; -639.0046266; -0.0232398; -0.0001043; 55.6022179; 1.3831309
4520.7100605; -368.9344075; -637.0056109; -0.0234461; -0.0001021; 55.6519324; 1.3738681
4522.7094900; -368.8873345; -635.0069007; -0.0236479; -0.0000998; 55.7012700; 1.3692712
4524.7089195; -368.8398574; -633.0079854; -0.0238452; -0.0000976; 55.7503991; 1.3636016
4526.7083490; -368.7919885; -631.0090046; -0.0240382; -0.0000954; 55.7992818; 1.3544642
4528.7077785; -368.7437449; -629.0103022; -0.0242266; -0.0000931; 55.8477946; 1.3499783
4530.7072079; -368.6951246; -627.0114158; -0.0244105; -0.0000910; 55.8961049; 1.3444668
4532.7066374; -368.6461392; -625.0124798; -0.0245905; -0.0000891; 55.9441764; 1.3354897
4534.7060669; -368.5968066; -623.0137837; -0.0247617; -0.0000817; 55.9918861; 1.3310763
4536.7054964; -368.5471439; -621.0149030; -0.0249130; -0.0000640; 56.0393977; 1.3256374
4538.7049259; -368.4972285; -619.0160208; -0.0250094; -0.0000324; 56.0866752; 1.3168894
4540.7043554; -368.4471545; -617.0172042; -0.0250932; -0.0000566; 56.1336012; 1.3126409
4542.7037848; -368.3968552; -615.0183830; -0.0252316; -0.0000750; 56.1803369; 1.3073908
4544.7032143; -368.3462614; -613.0196065; -0.0253829; -0.0000764; 56.2268470; 1.2988146
4546.7026438; -368.2953631; -611.0208199; -0.0255347; -0.0000751; 56.2730139; 1.2945986
4548.7020733; -368.2441647; -609.0220456; -0.0256833; -0.0000735; 56.3189934; 1.2893688
4550.7015028; -368.1926729; -607.0232856; -0.0258284; -0.0000717; 56.3647498; 1.2809533
4552.7009323; -368.1408941; -605.0245198; -0.0259702; -0.0000701; 56.4101708; 1.2768024
4554.7003617; -368.0888354; -603.0257699; -0.0261088; -0.0000685; 56.4554083; 1.2716435
4556.6997912; -368.0365030; -601.0270308; -0.0262441; -0.0000669; 56.5004270; 1.2633892
4558.6992207; -367.9839029; -599.0282867; -0.0263764; -0.0000654; 56.5451179; 1.2593029
4560.6986502; -367.9310416; -597.0295579; -0.0265057; -0.0000639; 56.5896292; 1.2542154
4562.6980797; -367.8779251; -595.0308391; -0.0266320; -0.0000624; 56.6339259; 1.2461167
4564.6975092; -367.8245587; -593.0321157; -0.0267554; -0.0000610; 56.6779023; 1.2420937
4566.6969386; -367.7709486; -591.0334069; -0.0268760; -0.0000596; 56.7217028; 1.2370778
4568.6963681; -367.7171002; -589.0347072; -0.0269939; -0.0000583; 56.7652928; 1.2291294
4570.6957976; -367.6630187; -587.0360035; -0.0271091; -0.0000570; 56.8085696; 1.2251685
4572.6952271; -367.6087097; -585.0373134; -0.0272217; -0.0000557; 56.8516742; 1.2202241
4574.6946566; -367.5541784; -583.0386319; -0.0273317; -0.0000544; 56.8945724; 1.2124210
4576.6940861; -367.4994293; -581.0399469; -0.0274393; -0.0000532; 56.9371642; 1.2085211
4578.6935155; -367.4444679; -579.0412745; -0.0275444; -0.0000520; 56.9795873; 1.2036480
4580.6929450; -367.3892989; -577.0426101; -0.0276471; -0.0000508; 57.0218080; 1.1959856
4582.6923745; -367.3339265; -575.0439427; -0.0277476; -0.0000497; 57.0637290; 1.1921454
4584.6918040; -367.2783559; -573.0452870; -0.0278457; -0.0000485; 57.1054848; 1.1873433
4586.6912335; -367.2225914; -571.0466389; -0.0279417; -0.0000474; 57.1470420; 1.1798172
4588.6906629; -367.1666370; -569.0479881; -0.0280355; -0.0000464; 57.1883059; 1.1760356
4590.6900924; -367.1104975; -567.0493482; -0.0281272; -0.0000453; 57.2294079; 1.1713041
4592.6895219; -367.0541767; -565.0507153; -0.0282168; -0.0000443; 57.2703153; 1.1639101
4594.6889514; -366.9976787; -563.0520802; -0.0283044; -0.0000433; 57.3109355; 1.1601860
4596.6883809; -366.9410076; -561.0534552; -0.0283901; -0.0000424; 57.3513970; 1.1555245
4598.6878104; -366.8841673; -559.0548368; -0.0284738; -0.0000414; 57.3916677; 1.1482587
4600.6872398; -366.8271613; -557.0562164; -0.0285557; -0.0000405; 57.4316572; 1.1445910
4602.6866693; -366.7699937; -555.0576055; -0.0286358; -0.0000396; 57.4714912; 1.1399990
4604.6860988; -366.7126679; -553.0590007; -0.0287140; -0.0000387; 57.5111381; 1.1328577
4606.6855283; -366.6551873; -551.0603943; -0.0287905; -0.0000378; 57.5505095; 1.1292452
4608.6849578; -366.5975557; -549.0617966; -0.0288653; -0.0000370; 57.5897285; 1.1247221
4610.6843873; -366.5397763; -547.0632046; -0.0289384; -0.0000362; 57.6287640; 1.1177017
4612.6838167; -366.4818522; -545.0646113; -0.0290099; -0.0000354; 57.6675296; 1.1141435
4614.6832462; -366.4237869; -543.0660261; -0.0290798; -0.0000346; 57.7061459; 1.1096884
4616.6826757; -366.3655835; -541.0674461; -0.0291482; -0.0000338; 57.7445821; 1.1027856
4618.6821052; -366.3072449; -539.0688652; -0.0292150; -0.0000330; 57.7827538; 1.0992807
4620.6815347; -366.2487743; -537.0702917; -0.0292804; -0.0000323; 57.8207792; 1.0948929
4622.6809642; -366.1901746; -535.0717231; -0.0293442; -0.0000316; 57.8586280; 1.0881045
4624.6803936; -366.1314486; -533.0731538; -0.0294067; -0.0000309; 57.8962176; 1.0846518
4626.6798231; -366.0725992; -531.0745914; -0.0294678; -0.0000302; 57.9336636; 1.0803304
4628.6792526; -366.0136291; -529.0760334; -0.0295275; -0.0000295; 57.9709364; 1.0736536
4630.6786821; -365.9545408; -527.0774752; -0.0295859; -0.0000289; 58.0079551; 1.0702521
4632.6781116; -365.8953373; -525.0789231; -0.0296430; -0.0000282; 58.0448331; 1.0659963
4634.6775411; -365.8360209; -523.0803751; -0.0296988; -0.0000276; 58.0815411; 1.0594281
4636.6769705; -365.7765942; -521.0818272; -0.0297534; -0.0000270; 58.1179999; 1.0560769
4638.6764000; -365.7170596; -519.0832849; -0.0298068; -0.0000264; 58.1543207; 1.0518856
4640.6758295; -365.6574195; -517.0847463; -0.0298590; -0.0000258; 58.1904748; 1.0454234
4642.6752590; -365.5976763; -515.0862081; -0.0299100; -0.0000252; 58.2263846; 1.0421216
4644.6746885; -365.5378322; -513.0876750; -0.0299599; -0.0000247; 58.2621589; 1.0379939
4646.6741180; -365.4778895; -511.0891453; -0.0300087; -0.0000241; 58.2977697; 1.0316351
4648.6735474; -365.4178504; -509.0906162; -0.0300564; -0.0000236; 58.3331408; 1.0283819
4650.6729769; -365.3577170; -507.0920917; -0.0301030; -0.0000231; 58.3683790; 1.0243168
4652.6724064; -365.2974915; -505.0935703; -0.0301487; -0.0000226; 58.4034568; 1.0180590
4654.6718359; -365.2371757; -503.0950499; -0.0301932; -0.0000221; 58.4382994; 1.0148532
4656.6712654; -365.1767719; -501.0965334; -0.0302369; -0.0000216; 58.4730117; 1.0108497
4658.6706948; -365.1162819; -499.0980198; -0.0302795; -0.0000211; 58.5075665; 1.0046906
4660.6701243; -365.0557076; -497.0995074; -0.0303212; -0.0000206; 58.5418906; 1.0015316
4662.6695538; -364.9950510; -495.1009985; -0.0303619; -0.0000202; 58.5760868; 0.9975886
4664.6689833; -364.9343138; -493.1024922; -0.0304018; -0.0000197; 58.6101285; 0.9915261
4666.6684128; -364.8734978; -491.1039875; -0.0304408; -0.0000193; 58.6439437; 0.9884130
4668.6678423; -364.8126048; -489.1054857; -0.0304789; -0.0000188; 58.6776333; 0.9845294
4670.6672717; -364.7516365; -487.1069862; -0.0305161; -0.0000184; 58.7111714; 0.9785613
4672.6667012; -364.6905946; -485.1084886; -0.0305526; -0.0000180; 58.7444872; 0.9754932
4674.6661307; -364.6294807; -483.1099935; -0.0305882; -0.0000176; 58.7776798; 0.9716680
4676.6655602; -364.5682965; -481.1115004; -0.0306230; -0.0000172; 58.8107235; 0.9657924
4678.6649897; -364.5070434; -479.1130096; -0.0306570; -0.0000168; 58.8435491; 0.9627686
4680.6644192; -364.4457230; -477.1145207; -0.0306903; -0.0000165; 58.8762536; 0.9590006
4682.6638486; -364.3843368; -475.1160337; -0.0307229; -0.0000161; 58.9088122; 0.9532156
4684.6632781; -364.3228864; -473.1175491; -0.0307547; -0.0000157; 58.9411565; 0.9502353
4686.6627076; -364.2613730; -471.1190661; -0.0307858; -0.0000154; 58.9733820; 0.9465233
4688.6621371; -364.1997982; -469.1205847; -0.0308162; -0.0000150; 59.0054641; 0.9408272
4690.6615666; -364.1381632; -467.1221061; -0.0308460; -0.0000147; 59.0373359; 0.9378896
4692.6609961; -364.0764695; -465.1236286; -0.0308750; -0.0000144; 59.0690911; 0.9342326
4694.6604255; -364.0147183; -463.1251524; -0.0309035; -0.0000141; 59.1007054; 0.9286237
4696.6598550; -363.9529110; -461.1266794; -0.0309313; -0.0000137; 59.1321133; 0.9257280
4698.6592845; -363.8910488; -459.1282070; -0.0309584; -0.0000134; 59.1634066; 0.9221249
4700.6587140; -363.8291328; -457.1297357; -0.0309850; -0.0000131; 59.1945616; 0.9166015
4702.6581435; -363.7671644; -455.1312679; -0.0310110; -0.0000128; 59.2255138; 0.9137471
4704.6575730; -363.7051446; -453.1328004; -0.0310363; -0.0000126; 59.2563535; 0.9101966
4706.6570024; -363.6430747; -451.1343337; -0.0310612; -0.0000123; 59.2870574; 0.9047573
4708.6564319; -363.5809557; -449.1358708; -0.0310854; -0.0000120; 59.3175621; 0.9019433
4710.6558614; -363.5187888; -447.1374078; -0.0311092; -0.0000118; 59.3479563; 0.8984442
4712.6552909; -363.4565746; -445.1389454; -0.0311328; -0.0000118; 59.3782171; 0.8930874
4714.6547204; -363.3943132; -443.1404869; -0.0311564; -0.0000117; 59.4082823; 0.8903133
